Date,Sun,Moon,Mercury,Venus,Mars,Jupiter,Saturn,Uranus,Neptune,Pluto,mean Node
20020505,44.3282721,322.1007029,65.1115693,71.238152,74.3890729,101.5775858,73.9744816,328.494385,310.961524,257.1046471,79.7906329
20020506,45.2970975,334.0874077,65.9731821,72.4493034,75.0593799,101.7443358,74.093637,328.5172685,310.9659033,257.0831948,79.737668
20020507,46.2655175,345.9745488,66.7528083,73.6597463,75.7291694,101.9127118,74.2134073,328.5393761,310.9697229,257.0614155,79.6846937
20020508,47.2335344,357.8311518,67.4495226,74.8694769,76.3984482,102.0826906,74.3337772,328.5607057,310.9729854,257.039321,79.6317133
20020509,48.2011499,9.7170779,68.0625087,76.0784907,77.0672227,102.2542496,74.4547321,328.5812563,310.9756948,257.0169241,79.5787309
20020510,49.1683643,21.6817788,68.5910944,77.2867821,77.7354989,102.4273661,74.5762575,328.6010278,310.9778555,256.9942383,79.5257508
20020511,50.1351764,33.7641859,69.0347982,78.4943436,78.4032815,102.6020171,74.6983385,328.6200197,310.979472,256.9712771,79.4727773
20020512,51.101583,45.9936828,69.3933856,79.7011656,79.0705738,102.7781785,74.8209592,328.6382318,310.9805484,256.9480536,79.419814
20020513,52.0675783,58.3920298,69.6669346,80.9072354,79.7373769,102.9558246,74.9441025,328.6556624,310.981088,256.9245797,79.3668634
20020514,53.0331537,70.9759377,69.8559105,82.1125363,80.4036888,103.1349274,75.0677487,328.6723085,310.9810922,256.9008656,79.3139259
20020515,53.9982979,83.7597722,69.9612466,83.3170479,81.0695049,103.3154559,75.1918758,328.6881652,310.9805604,256.8769193,79.2609993
20020516,54.9629976,96.7576947,69.9844302,84.5207461,81.7348172,103.4973769,75.3164595,328.7032254,310.97949,256.8527467,79.2080796
20020517,55.9272387,109.9845032,69.9275884,85.7236038,82.3996162,103.6806551,75.4414736,328.717481,310.9778769,256.828352,79.1551607
20020518,56.8910082,123.4545431,69.7935715,86.9255929,83.0638919,103.8652545,75.5668917,328.7309238,310.9757171,256.803739,79.102236
20020519,57.8542969,137.1783682,69.5860262,88.126686,83.7276355,104.0511403,75.6926883,328.7435467,310.9730072,256.7789123,79.0493001
20020520,58.8171009,151.1573303,69.3094545,89.3268587,84.3908417,104.2382803,75.8188405,328.7553454,310.9697468,256.7538787,78.9963494
20020521,59.7794243,165.3769854,68.9692499,90.526091,85.0535098,104.4266463,75.9453296,328.7663193,310.9659388,256.7286487,78.9433843
20020522,60.7412801,179.8009974,68.5717061,91.7243695,85.7156453,104.616215,76.0721414,328.7764725,310.9615907,256.7032364,78.8904088
20020523,61.7026896,194.3678177,68.123991,92.9216867,86.3772592,104.8069676,76.199266,328.7858123,310.9567132,256.6776595,78.8374307
20020524,62.6636809,208.9922936,67.6340827,94.1180397,87.0383663,104.998888,76.3266952,328.7943476,310.9513186,256.6519366,78.7844591
20020525,63.6242849,223.573157,67.1106667,95.313428,87.6989823,105.1919598,76.4544203,328.802086,310.9454174,256.6260848,78.7315014
20020526,64.5845316,238.0052717,66.5629966,96.50785,88.359121,105.386164,76.5824291,328.8090307,310.9390163,256.6001169,78.6785613
20020527,65.5444474,252.1935961,66.0007248,97.701302,89.0187928,105.5814776,76.7107045,328.8151799,310.9321167,256.5740406,78.6256371
20020528,66.5040541,266.0651881,65.433713,98.8937776,89.6780044,105.7778744,76.8392256,328.8205272,310.9247155,256.5478594,78.572723
20020529,67.4633697,279.5765859,64.8718305,100.0852688,90.3367608,105.9753266,76.9679692,328.8250643,310.9168079,256.5215748,78.5198113
20020530,68.4224097,292.7157968,64.3247543,101.2757673,90.9950668,106.1738069,77.0969124,328.8287834,310.9083896,256.495189,78.4668948
20020531,69.3811884,305.4998079,63.8017789,102.4652658,91.6529285,106.3732906,77.2260344,328.8316789,310.8994585,256.4687063,78.4139682
20020601,70.3397195,317.9693435,63.3116461,103.6537579,92.3103533,106.573755,77.3553165,328.8337481,310.8900152,256.442134,78.3610292
20020602,71.2980163,330.1825456,62.8624036,104.8412375,92.96735,106.7751798,77.4847421,328.8349907,310.8800632,256.4154822,78.3080777
20020603,72.2560908,342.2087561,62.4612968,106.0276984,93.623928,106.9775461,77.6142963,328.8354089,310.8696079,256.3887625,78.2551156
20020604,73.2139544,354.1229923,62.1146975,107.2131339,94.2800972,107.1808361,77.7439649,328.8350059,310.858656,256.3619882,78.2021459
20020605,74.171617,6.0012657,61.8280678,108.3975362,94.9358669,107.3850323,77.8737348,328.8337866,310.8472156,256.3351735,78.1491725
20020606,75.1290871,17.9166453,61.6059582,109.5808963,95.5912463,107.5901177,78.0035927,328.8317562,310.8352952,256.3083333,78.0961998
20020607,76.0863714,29.9358974,61.4520336,110.7632033,96.2462436,107.7960747,78.1335249,328.8289206,310.8229038,256.2814824,78.0432322
20020608,77.043474,42.1165806,61.3691239,111.9444439,96.9008655,108.0028851,78.2635131,328.8252854,310.81005,256.2546353,77.9902737
20020609,78.0003959,54.5045969,61.3592911,113.1246014,97.5551167,108.2105292,78.3935204,328.8208557,310.7967417,256.2278058,77.9373272
20020610,78.9571343,67.1323291,61.4239093,114.3036549,98.2089991,108.4189853,78.5235206,328.8156351,310.7829855,256.201006,77.8843939
20020611,79.913682,80.0175911,61.563751,115.4815781,98.8625111,108.6282289,78.6535601,328.8096255,310.7687859,256.1742455,77.8314729
20020612,80.8700275,93.1636261,61.779076,116.6583392,99.5156474,108.8382324,78.783604,328.8028268,310.754145,256.1475317,77.7785603
20020613,81.8261562,106.5602706,62.0697201,117.8339011,100.1683996,109.0489654,78.9136066,328.7952367,310.7390631,256.1208695,77.7256502
20020614,82.7820519,120.1861766,62.4351797,119.0082225,100.8207576,109.2603964,79.0435379,328.7868527,310.7235393,256.0942627,77.6727355
20020615,83.7377001,134.0117092,62.8746906,120.1812608,101.4727117,109.4724942,79.1733721,328.7776731,310.7075741,256.0677157,77.6198097
20020616,84.6930908,148.0019163,63.3872996,121.352974,102.1242552,109.6852304,79.3030866,328.7676993,310.6911702,256.0412351,77.5668687
20020617,85.6482209,162.1189098,63.9719261,122.5233234,102.7753858,109.8985807,79.4326627,328.7569366,310.6743345,256.0148311,77.5139123
20020618,86.603095,176.3231781,64.6274148,123.6922744,103.4261066,110.1125254,79.5620865,328.745395,310.6570779,255.9885178,77.4609442
20020619,87.5577259,190.5737252,65.3525783,124.8597969,104.0764259,110.3270489,79.6913477,328.7330875,310.6394147,255.962312,77.4079714
20020620,88.5121325,204.8273898,66.1462302,126.0258644,104.7263551,110.5421381,79.8204379,328.7200291,310.6213604,255.9362319,77.3550021
20020621,89.4663379,219.0380637,67.0072109,127.1904518,105.375907,110.75778,79.9493484,328.7062334,310.6029298,255.9102944,77.302044
20020622,90.4203664,233.1566624,67.9344058,128.3535348,106.0250935,110.9739599,80.0780683,328.6917116,310.5841345,255.8845134,77.2491015
20020623,91.3742422,247.1325215,68.9267584,129.5150877,106.6739243,111.1906598,80.2065826,328.6764703,310.5649819,255.8588981,77.196175
20020624,92.3279874,260.9164487,69.9832781,130.675084,107.3224063,111.4078583,80.3348724,328.6605119,310.545475,255.8334537,77.1432606
20020625,93.2816227,274.4650862,71.1030441,131.8334968,107.9705446,111.6255321,80.4629161,328.643836,310.5256141,255.8081823,77.0903516
20020626,94.2351678,287.7457544,72.2852049,132.9903,108.6183439,111.8436573,80.5906912,328.6264411,310.5053987,255.7830852,77.0374405
20020627,95.1886424,300.7407349,73.5289718,134.1454693,109.2658102,112.0622112,80.718176,328.6083275,310.4848292,255.7581651,76.9845212
20020628,96.1420663,313.4501098,74.8336072,135.2989826,109.9129511,112.2811737,80.845351,328.5894974,310.463909,255.733427,76.9315897
20020629,97.0954599,325.8927081,76.1984058,136.4508197,110.5597763,112.5005271,80.9721991,328.5699566,310.4426441,255.7088786,76.8786449
20020630,98.0488431,338.1052117,77.6226691,137.6009609,111.206297,112.7202555,81.0987051,328.5497129,310.4210429,255.6845304,76.825688
20020701,99.0022349,350.1398406,79.1056737,138.7493866,111.8525249,112.9403444,81.2248549,328.5287764,310.3991158,255.6603942,76.772722
20020702,99.9556531,2.0611489,80.6466321,139.8960761,112.4984717,113.1607801,81.3506353,328.5071584,310.3768745,255.636483,76.7197505
20020703,100.9091138,13.9423736,82.2446488,141.0410073,113.144149,113.3815487,81.476033,328.4848709,310.3543309,255.6128103,76.666778
20020704,101.8626309,25.8615564,83.8986696,142.1841558,113.7895672,113.6026362,81.6010348,328.4619265,310.3314978,255.5893895,76.6138088
20020705,102.8162162,37.8974443,85.6074272,143.3254951,114.4347356,113.8240278,81.7256266,328.4383376,310.3083872,255.566234,76.560847
20020706,103.7698782,50.1250146,87.3693846,144.4649952,115.0796619,114.0457074,81.8497933,328.4141165,310.2850111,255.5433562,76.5078959
20020707,104.7236218,62.6104487,89.1826782,145.602622,115.7243512,114.2676572,81.9735182,328.3892743,310.2613801,255.5207672,76.4549573
20020708,105.6774471,75.4055271,91.0450664,146.7383364,116.3688056,114.489857,82.0967823,328.3638206,310.2375031,255.4984762,76.4020315
20020709,106.6313489,88.5417682,92.9538862,147.8720924,117.0130233,114.7122835,82.2195638,328.3377632,310.2133868,255.4764898,76.3491158
20020710,107.5853162,102.0251745,94.9060258,149.0038368,117.6569985,114.9349101,82.3418381,328.3111075,310.1890356,255.454812,76.2962051
20020711,108.5393335,115.8330039,96.8979156,150.133509,118.300722,115.1577076,82.4635783,328.2838574,310.1644518,255.4334446,76.2432923
20020712,109.4933832,129.914226,98.9255451,151.2610426,118.9441834,115.3806461,82.5847573,328.256017,310.1396379,255.4123888,76.1903697
20020713,110.447449,144.1948134,100.9845051,152.3863677,119.5873736,115.6036975,82.7053499,328.2275927,310.1145983,255.3916477,76.1374318
20020714,111.4015197,158.5876026,103.0700564,153.5094139,120.2302875,115.8268381,82.8253354,328.1985955,310.0893415,255.371228,76.0844768
20020715,112.355591,173.004612,105.1772193,154.6301121,120.8729257,116.0500494,82.9446983,328.1690411,310.0638809,255.3511407,76.0315078
20020716,113.3096664,187.368478,107.30088,155.7483952,121.5152938,116.2733177,83.0634277,328.1389494,310.0382337,255.3314004,75.9785316
20020717,114.2637558,201.6199244,109.435904,156.864197,122.1574007,116.4966333,83.1815148,328.108342,310.0124186,255.3120231,75.925557
20020718,115.2178728,215.7198155,111.5772514,157.9774513,122.7992568,116.7199902,83.2989508,328.0772398,309.9864534,255.2930234,75.8725916
20020719,116.1720334,229.6463646,113.7200842,159.0880904,123.4408714,116.9433943,83.4157244,328.0456606,309.9603528,255.2744131,75.8196404
20020720,117.126254,243.3894583,115.8598605,160.1960447,124.082252,117.1666727,83.5318209,328.0136183,309.9341277,255.2561994,75.7667042
20020721,118.080551,256.9444233,117.9924138,161.3012433,124.723404,117.3898369,83.647222,327.9811228,309.9077848,255.238386,75.7137805
20020722,119.034941,270.3071488,120.1139793,162.4036145,125.3643314,117.6131887,83.7619069,327.9481814,309.8813283,255.2209734,75.6608637
20020723,119.9894414,283.4716912,122.221239,163.5030875,126.0050381,117.836444,83.8758534,327.9147998,309.8547606,255.2039608,75.6079471
20020724,120.9440707,296.4306342,124.3113486,164.5995928,126.6455285,118.0596032,83.9890395,327.8809842,309.8280846,255.1873477,75.5550242
20020725,121.8988496,309.1777307,126.3819032,165.6930636,127.2858096,118.2826522,84.1014446,327.8467425,309.8013051,255.1711354,75.5020903
20020726,122.8538,321.7118488,128.4309162,166.7834351,127.9258901,118.5055754,84.2130503,327.8120851,309.7744292,255.1553275,75.4491432
20020727,123.8089454,334.0410527,130.4567867,167.8706438,128.5657812,118.7283578,84.3238405,327.7770252,309.7474665,255.1399302,75.3961833
20020728,124.7643094,346.1858376,132.4582584,168.9546267,129.2054952,118.9509858,84.4338005,327.7415783,309.720429,255.1249516,75.3432127
20020729,125.7199151,358.1809366,134.4343762,170.0353193,129.8450452,119.1734462,84.5429165,327.7057611,309.6933299,255.1104013,75.2902353
20020730,126.675784,10.0755677,136.3844428,171.1126552,130.484444,119.395726,84.6511753,327.6695915,309.6661832,255.0962893,75.2372551
20020731,127.6319361,21.9322935,138.307977,172.1865645,131.1237038,119.6178119,84.7585632,327.6330878,309.6390031,255.0826259,75.1842767
20020801,128.588389,33.8247473,140.2046753,173.2569738,131.7628356,119.8396897,84.8650662,327.596268,309.6118039,255.0694209,75.1313042
20020802,129.5451575,45.8343606,142.0743768,174.3238049,132.4018491,120.0613437,84.970669,327.55915,309.5845989,255.0566834,75.0783409
20020803,130.5022534,58.0459965,143.9170317,175.3869746,133.0407515,120.2827568,85.0753551,327.5217506,309.5574007,255.0444214,75.0253893
20020804,131.4596841,70.5421748,145.732674,176.4463933,133.6795478,120.5039097,85.179106,327.4840854,309.5302203,255.0326411,74.9724498
20020805,132.4174524,83.3954976,147.5213967,177.501964,134.3182395,120.7247805,85.2819009,327.4461685,309.5030669,255.0213466,74.9195214
20020806,133.3755553,96.6591555,149.2833309,178.553581,134.9568242,120.945344,85.3837165,327.4080118,309.4759474,255.0105398,74.8666003
20020807,134.3339836,110.356198,151.0186279,179.601128,135.595295,121.1655719,85.4845266,327.369625,309.4488665,255.0002197,74.8136804
20020808,135.2927227,124.4696439,152.7274447,180.6444777,136.2336414,121.3854337,85.5843034,327.331017,309.4218274,254.9903839,74.760754
20020809,136.2517548,138.9370316,154.4099331,181.6834925,136.8718506,121.6048987,85.6830199,327.2921973,309.3948341,254.98103,74.7078138
20020810,137.2110631,153.6534772,156.0662315,182.7180264,137.5099119,121.8239393,85.7806523,327.2531791,309.3678936,254.9721588,74.654856
20020811,138.1706346,168.4853322,157.696458,183.7479268,138.1478229,122.0425327,85.8771825,327.2139807,309.3410182,254.9637756,74.6018816
20020812,139.1304629,183.2920794,159.3007034,184.7730356,138.7855925,122.260662,85.9725983,327.1746258,309.3142252,254.9558905,74.5488969
20020813,140.0905473,197.9496969,160.8790228,185.7931888,139.4232332,122.4783137,86.0668911,327.1351411,309.2875346,254.9485162,74.495911
20020814,141.0508914,212.3677409,162.4314268,186.8082159,140.0607532,122.6954753,86.1600529,327.0955526,309.260966,254.9416648,74.4429329
20020815,142.0115006,226.4957436,163.9578732,187.8179384,140.6981567,122.912132,86.2520736,327.0558834,309.2345357,254.935345,74.3899687
20020816,142.9723812,240.3195082,165.4582603,188.8221703,141.3354462,123.1282656,86.3429389,327.0161514,309.2082553,254.9295607,74.3370197
20020817,143.93354,253.8511879,166.9324214,189.8207186,141.972623,123.3438545,86.4326309,326.9763707,309.1821321,254.9243117,74.2840836
20020818,144.8949851,267.1175807,168.3801194,190.8133855,142.6096882,123.5588753,86.5211291,326.9365522,309.1561704,254.9195948,74.2311551
20020819,145.8567266,280.1498554,169.8010427,191.7999693,143.2466434,123.7733034,86.6084123,326.8967053,309.1303733,254.9154056,74.1782279
20020820,146.8187772,292.9763713,171.1947992,192.7802656,143.8834912,123.9871148,86.6944589,326.8568397,309.1047441,254.9117398,74.1252959
20020821,147.7811523,305.6190681,172.56091,193.7540672,144.5202366,124.2002868,86.7792489,326.8169662,309.0792869,254.9085944,74.0723542
20020822,148.7438706,318.0931838,173.8988025,194.7211648,145.1568869,124.4127985,86.8627638,326.7770975,309.0540081,254.9059683,74.0194
20020823,149.7069532,330.4096016,175.207802,195.6813459,145.7934516,124.6246313,86.9449875,326.7372486,309.0289163,254.9038628,73.9664329
20020824,150.6704231,342.5788639,176.4871224,196.6343937,146.4299425,124.835768,87.0259054,326.6974368,309.0040223,254.9022813,73.9134547
20020825,151.634304,354.6157757,177.7358551,197.5800856,147.0663725,125.0461928,87.1055046,326.6576809,308.9793382,254.9012285,73.8604684
20020826,152.5986197,6.5436246,178.9529579,198.5181915,147.7027546,125.25589,87.1837723,326.6180004,308.9548771,254.9007102,73.8074782
20020827,153.5633926,18.3973189,180.1372422,199.4484722,148.3391019,125.4648437,87.2606962,326.5784157,308.9306526,254.9007324,73.7544885
20020828,154.5286437,30.2250834,181.2873594,200.3706782,148.9754264,125.6730375,87.3362632,326.5389466,308.9066779,254.9013009,73.7015036
20020829,155.4943917,42.0886364,182.4017872,201.2845479,149.6117387,125.8804534,87.4104598,326.4996128,308.8829656,254.9024205,73.648527
20020830,156.4606525,54.0618662,183.4788134,202.1898069,150.2480476,126.0870718,87.4832707,326.4604326,308.8595275,254.9040952,73.5955612
20020831,157.4274384,66.2279333,184.5165197,203.0861667,150.8843595,126.2928709,87.5546794,326.4214231,308.8363734,254.9063272,73.5426072
20020901,158.394758,78.6744861,185.5127646,203.973323,151.5206781,126.4978268,87.6246673,326.3826,308.8135121,254.909117,73.4896643
20020902,159.3626156,91.4864266,186.4651645,204.8509548,152.1570041,126.7019125,87.6932137,326.343977,308.7909499,254.9124632,73.4367298
20020903,160.33101,104.7356414,187.3710749,205.7187223,152.7933348,126.9050985,87.760296,326.3055659,308.7686915,254.916362,73.3837993
20020904,161.2999343,118.4676647,188.2275716,206.5762643,153.4296639,127.1073524,87.8258895,326.267377,308.7467397,254.9208078,73.3308661
20020905,162.2693765,132.6867599,189.0314325,207.4231968,154.0659826,127.3086401,87.8899688,326.2294199,308.7250964,254.925794,73.2779228
20020906,163.239321,147.3433609,189.7791236,208.2591117,154.7022817,127.5089284,87.9525101,326.1917058,308.7037652,254.9313151,73.2249637
20020907,164.2097523,162.3300394,190.4667874,209.083576,155.3385547,127.7081878,88.0134945,326.1542501,308.6827534,254.9373696,73.171987
20020908,165.180657,177.4916772,191.0902377,209.8961315,155.9747996,127.9063941,88.0729094,326.1170739,308.6620742,254.9439612,73.1189966
20020909,166.1520254,192.6503954,191.6449595,210.6962935,156.6110192,128.1035287,88.1307479,326.0802029,308.6417451,254.9510979,73.0660012
20020910,167.1238508,207.6379691,192.1261206,211.4835488,157.2472189,128.2995751,88.1870061,326.0436641,308.6217853,254.9587891,73.0130111
20020911,168.0961276,222.3238506,192.5285968,212.2573552,157.8834037,128.494516,88.2416788,326.007482,308.602211,254.9670415,72.9600347
20020912,169.0688499,236.6296852,192.8470208,213.0171413,158.5195756,128.6883298,88.2947569,325.9716755,308.5830334,254.9758568,72.9070751
20020913,170.0420119,250.5287692,193.0758591,213.7623096,159.155734,128.880991,88.3462268,325.9362578,308.5642579,254.9852308,72.8541304
20020914,171.0156092,264.0351643,193.2095263,214.4922387,159.7918763,129.0724708,88.3960715,325.9012381,308.5458861,254.9951559,72.801195
20020915,171.9896403,277.1889089,193.2425432,215.2062868,160.4280008,129.2627399,88.4442733,325.8666235,308.5279178,255.0056228,72.748262
20020916,172.964108,290.0421323,193.1697476,215.9037928,161.0641073,129.4517694,88.4908148,325.8324217,308.5103533,255.016623,72.695325
20020917,173.9390188,302.6484246,192.9865666,216.5840767,161.7001982,129.639532,88.5356806,325.7986413,308.4931941,255.0281491,72.6423791
20020918,174.9143837,315.0560433,192.6893568,217.246439,162.3362786,129.8260022,88.5788569,325.7652927,308.4764436,255.0401958,72.5894215
20020919,175.8902168,327.3046694,192.2758157,217.8901602,162.972356,130.0111564,88.6203322,325.7323883,308.4601071,255.0527599,72.5364512
20020920,176.8665354,339.4251227,191.7454583,218.5145003,163.6084403,130.1949727,88.660097,325.6999422,308.4441919,255.0658401,72.4834695
20020921,177.8433591,351.4413488,191.1001414,219.1186973,164.2445431,130.3774301,88.6981433,325.6679701,308.4287068,255.0794369,72.4304792
20020922,178.8207085,3.3739363,190.3446026,219.7019669,164.8806768,130.5585087,88.7344645,325.6364886,308.4136616,255.0935516,72.3774843
20020923,179.7986045,15.2443717,189.486965,220.2635012,165.5168541,130.738188,88.7690541,325.6055146,308.3990666,255.1081862,72.3244891
20020924,180.7770677,27.0792729,188.5391404,220.8024679,166.1530872,130.916447,88.8019056,325.575065,308.3849317,255.1233424,72.2714979
20020925,181.7561169,38.9139444,187.5170521,221.3180109,166.7893871,131.0932633,88.833012,325.5451558,308.3712664,255.1390212,72.2185144
20020926,182.7357692,50.7947829,186.4405992,221.8092497,167.4257634,131.2686132,88.8623656,325.5158021,308.3580791,255.1552229,72.1655413
20020927,183.7160389,62.7802249,185.3333012,222.2752799,168.0622233,131.4424706,88.8899571,325.4870177,308.3453767,255.171946,72.11258
20020928,184.6969372,74.9399916,184.2215961,222.7151748,168.6987715,131.6148069,88.9157758,325.4588141,308.3331645,255.1891872,72.05963
20020929,185.6784714,87.3523087,183.1338185,223.1279866,169.3354101,131.7855909,88.9398094,325.4312016,308.3214456,255.2069416,72.006689
20020930,186.6606454,100.0985912,182.0989363,223.5127487,169.9721383,131.9547894,88.962044,325.4041883,308.3102217,255.2252023,71.9537533
20021001,187.6434588,113.2549449,181.1451738,223.8684781,170.6089526,132.1223663,88.9824649,325.3777812,308.299493,255.2439609,71.9008175
20021002,188.6269065,126.8800383,180.2986704,224.1941779,171.2458469,132.2882842,89.0010564,325.3519861,308.2892587,255.2632081,71.8478753
20021003,189.6109799,140.9999014,179.5823176,224.4888405,171.8828136,132.4525047,89.0178039,325.3268091,308.279518,255.2829345,71.7949208
20021004,190.5956672,155.5923181,179.0148855,224.7514512,172.5198452,132.6149913,89.0326956,325.3022587,308.2702726,255.3031327,71.7419501
20021005,191.5809563,170.5762595,178.6104922,224.9809935,173.1569371,132.7757115,89.0457252,325.2783477,308.2615284,255.3237998,71.6889641
20021006,192.5668351,185.8132754,178.3784216,225.1764549,173.7940887,132.9346383,89.0568934,325.2550942,308.2532968,255.3449379,71.6359692
20021007,193.5532919,201.1251079,178.3232487,225.336834,174.4313023,133.0917488,89.0662059,325.2325198,308.2455925,255.3665527,71.5829755
20021008,194.5403135,216.3244766,178.4452062,225.4611514,175.0685807,133.2470213,89.0736703,325.2106457,308.23843,255.3886494,71.5299932
20021009,195.5278842,231.2484341,178.7407208,225.5484648,175.7059242,133.4004315,89.0792917,325.1894886,308.2318195,255.4112291,71.4770289
20021010,196.5159853,245.7822683,179.2030473,225.5978902,176.343329,133.5519501,89.0830707,325.1690583,308.2257647,255.4342866,71.4240827
20021011,197.5045974,259.8678334,179.8229435,225.6086271,176.9807884,133.7015436,89.0850033,325.1493588,308.2202633,255.457811,71.3711496
20021012,198.4937036,273.4981026,180.5893385,225.579986,177.6182951,133.8491766,89.0850835,325.1303904,308.21531,255.4817886,71.3182217
20021013,199.4832915,286.7040879,181.4899574,225.5114143,178.255844,133.9948141,89.0833062,325.112153,308.2108993,255.5062056,71.2652912
20021014,200.473355,299.5401106,182.5118819,225.4025216,178.8934334,134.1384234,89.0796684,325.0946482,308.2070275,255.5310505,71.2123522
20021015,201.4638936,312.0710572,183.6420281,225.2531029,179.5310652,134.2799744,89.0741702,325.0778798,308.2036929,255.5563139,71.1594015
20021016,202.4549114,324.362977,184.8675389,225.0631614,180.1687445,134.419439,89.0668142,325.0618535,308.2008966,255.5819893,71.106438
20021017,203.4464166,336.477041,186.1760882,224.8329306,180.8064788,134.5567909,89.0576056,325.0465766,308.1986409,255.6080716,71.0534628
20021018,204.4384201,348.4663694,187.5561024,224.5628974,181.4442777,134.6920052,89.0465513,325.0320581,308.1969299,255.6345577,71.0004785
20021019,205.4309354,0.3751641,188.9969063,224.2538226,182.0821519,134.8250577,89.0336598,325.0183076,308.1957689,255.6614455,70.9474887
20021020,206.4239775,12.2396454,190.4888038,223.9067603,182.7201133,134.9559245,89.0189409,325.0053355,308.1951635,255.6887337,70.894498
20021021,207.4175618,24.0903318,192.0231064,223.5230736,183.3581732,135.0845813,89.0024045,324.9931516,308.1951192,255.7164209,70.8415107
20021022,208.4117039,35.9551896,193.5921203,223.104446,183.9963426,135.2110027,88.9840605,324.9817655,308.1956411,255.7445052,70.7885307
20021023,209.4064184,47.8631287,195.1891036,222.6528885,184.6346311,135.3351619,88.9639184,324.9711852,308.1967333,255.7729837,70.7355609
20021024,210.4017182,59.8472989,196.808204,222.1707397,185.2730465,135.4570303,88.941987,324.9614178,308.1983982,255.8018522,70.682603
20021025,211.3976142,71.94765,198.4443845,221.6606592,185.9115941,135.5765768,88.9182736,324.952468,308.2006368,255.8311048,70.6296569
20021026,212.3941142,84.2122494,200.0933439,221.1256136,186.5502768,135.6937678,88.8927843,324.944339,308.2034478,255.8607335,70.5767206
20021027,213.3912234,96.6968784,201.7514367,220.5688549,187.1890946,135.8085677,88.8655242,324.9370317,308.2068283,255.8907287,70.5237903
20021028,214.3889436,109.4624152,203.4155959,219.9938916,187.8280452,135.9209387,88.8364978,324.9305462,308.2107742,255.9210794,70.4708611
20021029,215.387274,122.5694974,205.0832607,219.4044515,188.4671242,136.0308419,88.8057099,324.9248814,308.2152806,255.951774,70.4179274
20021030,216.3862111,136.0700936,206.7523101,218.8044381,189.106326,136.1382382,88.7731663,324.9200366,308.2203426,255.9828008,70.3649839
20021031,217.385749,149.9961371,208.4210032,218.1978807,189.7456446,136.2430892,88.7388751,324.9160124,308.2259569,256.0141495,70.3120266
20021101,218.3858806,164.3465727,210.0879272,217.5888817,190.3850748,136.3453594,88.7028491,324.9128122,308.2321229,256.0458126,70.2590547
20021102,219.3865978,179.075992,211.7519504,216.9815617,191.0246141,136.445018,88.6651067,324.9104437,308.2388444,256.0777869,70.2060716
20021103,220.3878913,194.0896719,213.4121812,216.3800045,191.6642624,136.5420386,88.6256724,324.9089187,308.2461294,256.1100732,70.1530855
20021104,221.3897491,209.2496279,215.0679302,215.7882058,192.3040208,136.6363982,88.584575,324.908251,308.2539877,256.1426744,70.1001065
20021105,222.3921537,224.3928746,216.7186765,215.2100271,192.9438883,136.7280738,88.5418437,324.9084522,308.2624275,256.1755914,70.0471436
20021106,223.395081,239.3575019,218.3640387,214.6491577,193.5838599,136.817039,88.4975046,324.9095283,308.2714514,256.2088202,69.9942006
20021107,224.3985015,254.0080968,220.0037522,214.1090844,194.2239257,136.903263,88.4515792,324.9114785,308.2810553,256.2423499,69.9412749
20021108,225.4023834,268.2526787,221.6376519,213.593067,194.8640733,136.9867119,88.4040852,324.914296,308.2912298,256.2761648,69.8883593
20021109,226.4066977,282.047972,223.2656593,213.104117,195.5042908,137.0673511,88.3550396,324.9179718,308.3019632,256.3102472,69.8354445
20021110,227.4114209,295.3948331,224.8877711,212.6449795,196.1445701,137.1451487,88.3044612,324.9224978,308.313245,256.3445808,69.7825226
20021111,228.4165371,308.3281367,226.5040482,212.2181161,196.7849078,137.2200761,88.2523726,324.9278686,308.3250676,256.3791526,69.7295888
20021112,229.4220373,320.9052161,228.1146033,211.8256922,197.4253051,137.2921089,88.1988002,324.9340814,308.3374263,256.4139526,69.6766413
20021113,230.4279178,333.1954488,229.7195837,211.4695702,198.0657666,137.361225,88.1437729,324.9411359,308.3503191,256.4489736,69.6236812
20021114,231.4341791,345.2720722,231.3190965,211.1513086,198.7062995,137.4274045,88.0873222,324.9490332,308.3637452,256.4842099,69.5707108
20021115,232.4408245,357.2063485,232.9138591,210.872168,199.3469125,137.4906288,88.029481,324.9577754,308.3777051,256.5196573,69.5177338
20021116,233.4478599,9.0637746,234.5034243,210.6331223,199.9876152,137.5508801,87.9702836,324.967365,308.3921998,256.555312,69.4647546
20021117,234.4552926,20.901955,236.0883721,210.4348735,200.6284181,137.6081413,87.9097647,324.9778046,308.4072306,256.5911708,69.4117777
20021118,235.4631309,32.7698207,237.6689525,210.2778696,201.269331,137.6623949,87.8479594,324.9890963,308.4227982,256.6272298,69.3588073
20021119,236.4713835,44.7079608,239.245436,210.1623241,201.9103634,137.7136227,87.7849024,325.0012412,308.4389025,256.6634845,69.3058468
20021120,237.4800589,56.7498673,240.8180971,210.0882369,202.551523,137.7618055,87.7206277,325.014239,308.455542,256.6999293,69.2528981
20021121,238.4891646,68.9238592,242.3872091,210.0554147,203.1928159,137.8069224,87.655168,325.0280877,308.4727134,256.7365565,69.1999617
20021122,239.4987066,81.2553588,243.9530396,210.0634921,203.8342456,137.8489506,87.5885546,325.0427831,308.4904117,256.7733569,69.1470359
